id	rxn_src	enz	protein_stoich
RXN-ACACT183i_x_FWD-rt6860	ACACT183i_x	rt6860	rt6860:1
RXN-ACACT200i_m_FWD-rt0517	ACACT200i_m	rt0517	rt0517:1
RXN-ACACT200i_x_FWD-rt0697	ACACT200i_x	rt0697	rt0697:1
RXN-ACACT200i_x_FWD-rt5445	ACACT200i_x	rt5445	rt5445:1
RXN-ACACT200i_x_FWD-rt6860	ACACT200i_x	rt6860	rt6860:1
RXN-ACACT220i_m_FWD-rt0517	ACACT220i_m	rt0517	rt0517:1
RXN-ACACT220i_x_FWD-rt0697	ACACT220i_x	rt0697	rt0697:1
RXN-ACACT220i_x_FWD-rt5445	ACACT220i_x	rt5445	rt5445:1
RXN-ACACT220i_x_FWD-rt6860	ACACT220i_x	rt6860	rt6860:1
RXN-ACACT240i_m_FWD-rt0517	ACACT240i_m	rt0517	rt0517:1
RXN-ACACT240i_x_FWD-rt0697	ACACT240i_x	rt0697	rt0697:1
RXN-ACACT240i_x_FWD-rt5445	ACACT240i_x	rt5445	rt5445:1
RXN-ACACT240i_x_FWD-rt6860	ACACT240i_x	rt6860	rt6860:1
RXN-ACACT260i_m_FWD-rt0517	ACACT260i_m	rt0517	rt0517:1
RXN-ACACT260i_x_FWD-rt0697	ACACT260i_x	rt0697	rt0697:1
RXN-ACACT260i_x_FWD-rt5445	ACACT260i_x	rt5445	rt5445:1
RXN-ACACT260i_x_FWD-rt6860	ACACT260i_x	rt6860	rt6860:1
RXN-ACACT40i_m_FWD-rt0517	ACACT40i_m	rt0517	rt0517:1
RXN-ACACT40i_x_FWD-rt0697	ACACT40i_x	rt0697	rt0697:1
RXN-ACACT40i_x_FWD-rt5445	ACACT40i_x	rt5445	rt5445:1
RXN-ACACT40i_x_FWD-rt6860	ACACT40i_x	rt6860	rt6860:1
RXN-ACACT40ir_c_FWD-rt0310	ACACT40ir_c	rt0310	rt0310:1
RXN-ACACT40ir_c_REV-rt0310	ACACT40ir_c	rt0310	rt0310:1
RXN-ACACT60i_m_FWD-rt0517	ACACT60i_m	rt0517	rt0517:1
RXN-ACACT60i_x_FWD-rt0697	ACACT60i_x	rt0697	rt0697:1
RXN-ACACT60i_x_FWD-rt5445	ACACT60i_x	rt5445	rt5445:1
RXN-ACACT60i_x_FWD-rt6860	ACACT60i_x	rt6860	rt6860:1
RXN-ACACT80i_m_FWD-rt0517	ACACT80i_m	rt0517	rt0517:1
RXN-ACACT80i_x_FWD-rt0697	ACACT80i_x	rt0697	rt0697:1
RXN-ACACT80i_x_FWD-rt5445	ACACT80i_x	rt5445	rt5445:1
RXN-ACACT80i_x_FWD-rt6860	ACACT80i_x	rt6860	rt6860:1
RXN-ACALDCD_c_FWD-rt7423	ACALDCD_c	rt7423	rt7423:1
RXN-ACALDt_c_e_FWD-SPONT	ACALDt_c_e		zeroCost
RXN-ACALDt_c_e_REV-SPONT	ACALDt_c_e		zeroCost
RXN-ACCOAC_c_FWD-rt0271rt8036	ACCOAC_c	rt0271rt8036	rt0271:1,rt8036:1
RXN-ACCOATsucac_m_FWD-rt5429	ACCOATsucac_m	rt5429	rt5429:1
RXN-ACCOATsucpp_m_FWD-rt5429	ACCOATsucpp_m	rt5429	rt5429:1
RXN-ACCOAt_c_n_FWD-SPONT	ACCOAt_c_n		zeroCost
RXN-ACCOAt_c_n_REV-SPONT	ACCOAt_c_n		zeroCost
RXN-ACCOAt_c_r_FWD-rt2578	ACCOAt_c_r	rt2578	rt2578:1
RXN-ACCOAt_c_r_REV-rt2578	ACCOAt_c_r	rt2578	rt2578:1
RXN-ACEST1_m_FWD-rt1634	ACEST1_m	rt1634	rt1634:1
RXN-ACEST1_m_FWD-rt6091	ACEST1_m	rt6091	rt6091:1
RXN-ACEST1_x_FWD-rt0018rt2393	ACEST1_x	rt0018rt2393	rt0018:1,rt2393:1
RXN-ACGAM6PS_c_FWD-rt4107	ACGAM6PS_c	rt4107	rt4107:1
RXN-ACGAM6PS_c_REV-rt4107	ACGAM6PS_c	rt4107	rt4107:1
RXN-ACGAM6S1_r_FWD-rt5121	ACGAM6S1_r	rt5121	rt5121:1
RXN-ACGAM6S1_r_REV-rt5121	ACGAM6S1_r	rt5121	rt5121:1
RXN-ACGAM6S2_r_FWD-rt5121	ACGAM6S2_r	rt5121	rt5121:1
RXN-ACGAM6S2_r_REV-rt5121	ACGAM6S2_r	rt5121	rt5121:1
RXN-ACGAMPM_c_FWD-rt4597	ACGAMPM_c	rt4597	rt4597:1
RXN-ACGAMPM_c_REV-rt4597	ACGAMPM_c	rt4597	rt4597:1
RXN-ACGK_m_FWD-rt1009	ACGK_m	rt1009	rt1009:1
RXN-ACGS_m_FWD-rt7899	ACGS_m	rt7899	rt7899:1
RXN-ACGS_m_REV-rt7899	ACGS_m	rt7899	rt7899:1
RXN-ACHAH_c_FWD-rt3378	ACHAH_c	rt3378	rt3378:1
RXN-ACHAH_c_REV-rt3378	ACHAH_c	rt3378	rt3378:1
RXN-ACHAH_e_FWD-rt1203	ACHAH_e	rt1203	rt1203:1
RXN-ACHBS_m_FWD-rt7317	ACHBS_m	rt7317	rt7317:1
RXN-ACHLE1_c_FWD-rt6872	ACHLE1_c	rt6872	rt6872:1
RXN-ACHLE2_c_FWD-rt6872	ACHLE2_c	rt6872	rt6872:1
RXN-ACHLE3_c_FWD-rt6872	ACHLE3_c	rt6872	rt6872:1
RXN-ACITL_c_FWD-rt1358	ACITL_c	rt1358	rt1358:1
RXN-ACKr_c_FWD-rt5015	ACKr_c	rt5015	rt5015:1
RXN-ACKr_c_REV-rt5015	ACKr_c	rt5015	rt5015:1
RXN-ACLS_m_FWD-rt7317	ACLS_m	rt7317	rt7317:1
RXN-ACOAD100f_m_FWD-rt4202	ACOAD100f_m	rt4202	rt4202:1
RXN-ACOAD100f_x_FWD-rt0595	ACOAD100f_x	rt0595	rt0595:1
RXN-ACOAD100f_x_FWD-rt2040	ACOAD100f_x	rt2040	rt2040:1
RXN-ACOAD101df_x_FWD-rt0595	ACOAD101df_x	rt0595	rt0595:1
RXN-ACOAD101df_x_FWD-rt2040	ACOAD101df_x	rt2040	rt2040:1
RXN-ACOAD102ef_x_FWD-rt0595	ACOAD102ef_x	rt0595	rt0595:1
RXN-ACOAD102ef_x_FWD-rt2040	ACOAD102ef_x	rt2040	rt2040:1
RXN-ACOAD120f_m_FWD-rt4202	ACOAD120f_m	rt4202	rt4202:1
RXN-ACOAD120f_x_FWD-rt0595	ACOAD120f_x	rt0595	rt0595:1
RXN-ACOAD120f_x_FWD-rt2040	ACOAD120f_x	rt2040	rt2040:1
RXN-ACOAD121af_x_FWD-rt0595	ACOAD121af_x	rt0595	rt0595:1
RXN-ACOAD121af_x_FWD-rt2040	ACOAD121af_x	rt2040	rt2040:1
RXN-ACOAD140f_x_FWD-rt0595	ACOAD140f_x	rt0595	rt0595:1
RXN-ACOAD140f_x_FWD-rt2040	ACOAD140f_x	rt2040	rt2040:1
RXN-ACOAD141af_x_FWD-rt0595	ACOAD141af_x	rt0595	rt0595:1
RXN-ACOAD141af_x_FWD-rt2040	ACOAD141af_x	rt2040	rt2040:1
RXN-ACOAD141bf_x_FWD-rt0595	ACOAD141bf_x	rt0595	rt0595:1
RXN-ACOAD141bf_x_FWD-rt2040	ACOAD141bf_x	rt2040	rt2040:1
RXN-ACOAD142f_x_FWD-rt0595	ACOAD142f_x	rt0595	rt0595:1
RXN-ACOAD142f_x_FWD-rt2040	ACOAD142f_x	rt2040	rt2040:1
RXN-ACOAD143f_x_FWD-rt0595	ACOAD143f_x	rt0595	rt0595:1
RXN-ACOAD143f_x_FWD-rt2040	ACOAD143f_x	rt2040	rt2040:1
RXN-ACOAD160f_x_FWD-rt0595	ACOAD160f_x	rt0595	rt0595:1
RXN-ACOAD160f_x_FWD-rt2040	ACOAD160f_x	rt2040	rt2040:1
RXN-ACOAD161af_x_FWD-rt0595	ACOAD161af_x	rt0595	rt0595:1
RXN-ACOAD161af_x_FWD-rt2040	ACOAD161af_x	rt2040	rt2040:1
RXN-ACOAD161bf_x_FWD-rt0595	ACOAD161bf_x	rt0595	rt0595:1
RXN-ACOAD161bf_x_FWD-rt2040	ACOAD161bf_x	rt2040	rt2040:1
RXN-ACOAD162f_x_FWD-rt0595	ACOAD162f_x	rt0595	rt0595:1
RXN-ACOAD162f_x_FWD-rt2040	ACOAD162f_x	rt2040	rt2040:1
RXN-ACOAD163f_x_FWD-rt0595	ACOAD163f_x	rt0595	rt0595:1
RXN-ACOAD163f_x_FWD-rt2040	ACOAD163f_x	rt2040	rt2040:1
RXN-ACOAD180f_x_FWD-rt0595	ACOAD180f_x	rt0595	rt0595:1
RXN-ACOAD180f_x_FWD-rt2040	ACOAD180f_x	rt2040	rt2040:1
RXN-ACOAD181af_x_FWD-rt0595	ACOAD181af_x	rt0595	rt0595:1
RXN-ACOAD181af_x_FWD-rt2040	ACOAD181af_x	rt2040	rt2040:1
RXN-ACOAD182f_x_FWD-rt0595	ACOAD182f_x	rt0595	rt0595:1
RXN-ACOAD182f_x_FWD-rt2040	ACOAD182f_x	rt2040	rt2040:1
RXN-ACOAD183f_x_FWD-rt0595	ACOAD183f_x	rt0595	rt0595:1
RXN-ACOAD183f_x_FWD-rt2040	ACOAD183f_x	rt2040	rt2040:1
RXN-ACOAD40f_m_FWD-rt5702	ACOAD40f_m	rt5702	rt5702:1
RXN-ACOAD40f_m_REV-rt5702	ACOAD40f_m	rt5702	rt5702:1
RXN-ACOAD40f_x_FWD-rt0595	ACOAD40f_x	rt0595	rt0595:1
RXN-ACOAD40f_x_FWD-rt2040	ACOAD40f_x	rt2040	rt2040:1
RXN-ACOAD60f_m_FWD-rt5702	ACOAD60f_m	rt5702	rt5702:1
RXN-ACOAD60f_m_REV-rt5702	ACOAD60f_m	rt5702	rt5702:1
RXN-ACOAD60f_x_FWD-rt0595	ACOAD60f_x	rt0595	rt0595:1
RXN-ACOAD60f_x_FWD-rt2040	ACOAD60f_x	rt2040	rt2040:1
RXN-ACOAD80f_m_FWD-rt4202	ACOAD80f_m	rt4202	rt4202:1
RXN-ACOAD80f_m_REV-rt4202	ACOAD80f_m	rt4202	rt4202:1
RXN-ACOAD80f_x_FWD-rt0595	ACOAD80f_x	rt0595	rt0595:1
RXN-ACOAD80f_x_FWD-rt2040	ACOAD80f_x	rt2040	rt2040:1
RXN-ACOAD82ef_x_FWD-rt0595	ACOAD82ef_x	rt0595	rt0595:1
RXN-ACOAD82ef_x_FWD-rt2040	ACOAD82ef_x	rt2040	rt2040:1
RXN-ACOADS160_rm_FWD-rt1362	ACOADS160_rm	rt1362	rt1362:1
RXN-ACOADS180_rm_FWD-rt1362	ACOADS180_rm	rt1362	rt1362:1
RXN-ACOADS181_rm_FWD-rt0477	ACOADS181_rm	rt0477	rt0477:1
RXN-ACOADS182_3_rm_FWD-rt8487	ACOADS182_3_rm	rt8487	rt8487:1
RXN-ACOADS182_rm_FWD-rt0477	ACOADS182_rm	rt0477	rt0477:1
RXN-ACOADm30f_m_FWD-rt5702	ACOADm30f_m	rt5702	rt5702:1
RXN-ACOADm30f_m_REV-rt5702	ACOADm30f_m	rt5702	rt5702:1
RXN-ACOADm40f_m_FWD-rt5702	ACOADm40f_m	rt5702	rt5702:1
RXN-ACOADm40f_m_REV-rt5702	ACOADm40f_m	rt5702	rt5702:1
RXN-ACOADm50f_m_FWD-rt1644	ACOADm50f_m	rt1644	rt1644:1
RXN-ACOADm50f_m_REV-rt1644	ACOADm50f_m	rt1644	rt1644:1
RXN-ACOAO101d_x_FWD-rt1332	ACOAO101d_x	rt1332	rt1332:1
RXN-ACOAO101d_x_FWD-rt4374	ACOAO101d_x	rt4374	rt4374:1
RXN-ACOAO101d_x_FWD-rt4384	ACOAO101d_x	rt4384	rt4384:1
RXN-ACOAO102e_x_FWD-rt1332	ACOAO102e_x	rt1332	rt1332:1
RXN-ACOAO102e_x_FWD-rt4374	ACOAO102e_x	rt4374	rt4374:1
RXN-ACOAO102e_x_FWD-rt4384	ACOAO102e_x	rt4384	rt4384:1
RXN-ACOAO121a_x_FWD-rt1332	ACOAO121a_x	rt1332	rt1332:1
RXN-ACOAO121a_x_FWD-rt4374	ACOAO121a_x	rt4374	rt4374:1
RXN-ACOAO121a_x_FWD-rt4384	ACOAO121a_x	rt4384	rt4384:1
RXN-ACOAO140_x_FWD-rt1332	ACOAO140_x	rt1332	rt1332:1
RXN-ACOAO140_x_FWD-rt4374	ACOAO140_x	rt4374	rt4374:1
RXN-ACOAO140_x_FWD-rt4384	ACOAO140_x	rt4384	rt4384:1
RXN-ACOAO141a_x_FWD-rt1332	ACOAO141a_x	rt1332	rt1332:1
RXN-ACOAO141a_x_FWD-rt4374	ACOAO141a_x	rt4374	rt4374:1
RXN-ACOAO141a_x_FWD-rt4384	ACOAO141a_x	rt4384	rt4384:1
RXN-ACOAO141b_x_FWD-rt1332	ACOAO141b_x	rt1332	rt1332:1
RXN-ACOAO141b_x_FWD-rt4374	ACOAO141b_x	rt4374	rt4374:1
RXN-ACOAO141b_x_FWD-rt4384	ACOAO141b_x	rt4384	rt4384:1
RXN-ACOAO142_x_FWD-rt1332	ACOAO142_x	rt1332	rt1332:1
RXN-ACOAO142_x_FWD-rt4374	ACOAO142_x	rt4374	rt4374:1
RXN-ACOAO142_x_FWD-rt4384	ACOAO142_x	rt4384	rt4384:1
RXN-ACOAO143_x_FWD-rt1332	ACOAO143_x	rt1332	rt1332:1
RXN-ACOAO143_x_FWD-rt4374	ACOAO143_x	rt4374	rt4374:1
RXN-ACOAO143_x_FWD-rt4384	ACOAO143_x	rt4384	rt4384:1
RXN-ACOAO160_x_FWD-rt1332	ACOAO160_x	rt1332	rt1332:1
RXN-ACOAO160_x_FWD-rt4374	ACOAO160_x	rt4374	rt4374:1
RXN-ACOAO160_x_FWD-rt4384	ACOAO160_x	rt4384	rt4384:1
RXN-ACOAO161a_x_FWD-rt1332	ACOAO161a_x	rt1332	rt1332:1
RXN-ACOAO161a_x_FWD-rt4374	ACOAO161a_x	rt4374	rt4374:1
RXN-ACOAO161a_x_FWD-rt4384	ACOAO161a_x	rt4384	rt4384:1
RXN-ACOAO161b_x_FWD-rt1332	ACOAO161b_x	rt1332	rt1332:1
RXN-ACOAO161b_x_FWD-rt4374	ACOAO161b_x	rt4374	rt4374:1
RXN-ACOAO161b_x_FWD-rt4384	ACOAO161b_x	rt4384	rt4384:1
RXN-ACOAO162_x_FWD-rt1332	ACOAO162_x	rt1332	rt1332:1
RXN-ACOAO162_x_FWD-rt4374	ACOAO162_x	rt4374	rt4374:1
RXN-ACOAO162_x_FWD-rt4384	ACOAO162_x	rt4384	rt4384:1
RXN-ACOAO163_x_FWD-rt1332	ACOAO163_x	rt1332	rt1332:1
RXN-ACOAO163_x_FWD-rt4374	ACOAO163_x	rt4374	rt4374:1
RXN-ACOAO163_x_FWD-rt4384	ACOAO163_x	rt4384	rt4384:1
RXN-ACOAO180_x_FWD-rt1332	ACOAO180_x	rt1332	rt1332:1
RXN-ACOAO180_x_FWD-rt4374	ACOAO180_x	rt4374	rt4374:1
RXN-ACOAO180_x_FWD-rt4384	ACOAO180_x	rt4384	rt4384:1
RXN-ACOAO181a_x_FWD-rt1332	ACOAO181a_x	rt1332	rt1332:1
RXN-ACOAO181a_x_FWD-rt4374	ACOAO181a_x	rt4374	rt4374:1
RXN-ACOAO181a_x_FWD-rt4384	ACOAO181a_x	rt4384	rt4384:1
RXN-ACOAO182_x_FWD-rt1332	ACOAO182_x	rt1332	rt1332:1
RXN-ACOAO182_x_FWD-rt4374	ACOAO182_x	rt4374	rt4374:1
RXN-ACOAO182_x_FWD-rt4384	ACOAO182_x	rt4384	rt4384:1
RXN-ACOAO183_x_FWD-rt1332	ACOAO183_x	rt1332	rt1332:1
RXN-ACOAO183_x_FWD-rt4374	ACOAO183_x	rt4374	rt4374:1
RXN-ACOAO183_x_FWD-rt4384	ACOAO183_x	rt4384	rt4384:1
RXN-ACOAO200_x_FWD-rt1332	ACOAO200_x	rt1332	rt1332:1
RXN-ACOAO200_x_FWD-rt4374	ACOAO200_x	rt4374	rt4374:1
RXN-ACOAO200_x_FWD-rt4384	ACOAO200_x	rt4384	rt4384:1
RXN-ACOAO220_x_FWD-rt1332	ACOAO220_x	rt1332	rt1332:1
RXN-ACOAO220_x_FWD-rt4374	ACOAO220_x	rt4374	rt4374:1
RXN-ACOAO220_x_FWD-rt4384	ACOAO220_x	rt4384	rt4384:1
RXN-ACOAO240_x_FWD-rt1332	ACOAO240_x	rt1332	rt1332:1
RXN-ACOAO240_x_FWD-rt4374	ACOAO240_x	rt4374	rt4374:1
RXN-ACOAO240_x_FWD-rt4384	ACOAO240_x	rt4384	rt4384:1
RXN-ACOAO260_x_FWD-rt1332	ACOAO260_x	rt1332	rt1332:1
RXN-ACOAO260_x_FWD-rt4374	ACOAO260_x	rt4374	rt4374:1
RXN-ACOAO260_x_FWD-rt4384	ACOAO260_x	rt4384	rt4384:1
RXN-ACOAO82e_x_FWD-rt1332	ACOAO82e_x	rt1332	rt1332:1
RXN-ACOAO82e_x_FWD-rt4374	ACOAO82e_x	rt4374	rt4374:1
RXN-ACOAO82e_x_FWD-rt4384	ACOAO82e_x	rt4384	rt4384:1
RXN-ACOATA_c_FWD-rt0302	ACOATA_c	rt0302	rt0302:1
RXN-ACOATA_c_REV-rt0302	ACOATA_c	rt0302	rt0302:1
RXN-ACOATA_m_FWD-rt5893	ACOATA_m	rt5893	rt5893:1
RXN-ACOATA_m_REV-rt5893	ACOATA_m	rt5893	rt5893:1
RXN-ACONIs_c_FWD-SPONT	ACONIs_c		zeroCost
RXN-ACONIs_c_REV-SPONT	ACONIs_c		zeroCost
RXN-ACONIs_m_FWD-SPONT	ACONIs_m		zeroCost
RXN-ACONIs_m_REV-SPONT	ACONIs_m		zeroCost
RXN-ACONMT_c_FWD-rt6691	ACONMT_c	rt6691	rt6691:1
RXN-ACONT2_m_FWD-rt4274	ACONT2_m	rt4274	rt4274:1
RXN-ACONT2_m_REV-rt4274	ACONT2_m	rt4274	rt4274:1
RXN-ACONTa_m_FWD-rt3256	ACONTa_m	rt3256	rt3256:1
RXN-ACONTa_m_FWD-rt6232	ACONTa_m	rt6232	rt6232:1
RXN-ACONTa_m_REV-rt3256	ACONTa_m	rt3256	rt3256:1
RXN-ACONTa_m_REV-rt6232	ACONTa_m	rt6232	rt6232:1
RXN-ACONTb_m_FWD-rt3256	ACONTb_m	rt3256	rt3256:1
RXN-ACONTb_m_FWD-rt6232	ACONTb_m	rt6232	rt6232:1
RXN-ACONTb_m_REV-rt3256	ACONTb_m	rt3256	rt3256:1
RXN-ACONTb_m_REV-rt6232	ACONTb_m	rt6232	rt6232:1
RXN-ACOTAi_m_FWD-rt6510	ACOTAi_m	rt6510	rt6510:1
RXN-ACP1_e_FWD-rt1163	ACP1_e	rt1163	rt1163:1
RXN-ACP1_e_FWD-rt5051	ACP1_e	rt5051	rt5051:1
RXN-ACPCS_c_FWD-rt0245	ACPCS_c	rt0245	rt0245:1
RXN-ACPCS_c_REV-rt0245	ACPCS_c	rt0245	rt0245:1
RXN-ACRNAH_x_FWD-rt5418	ACRNAH_x	rt5418	rt5418:1
RXN-ACRNt_c_m_FWD-SPONT	ACRNt_c_m		zeroCost
RXN-ACRNt_c_x_FWD-SPONT	ACRNt_c_x		zeroCost
RXN-ACS_c_FWD-rt6229	ACS_c	rt6229	rt6229:1
RXN-ACS_c_FWD-rt7532	ACS_c	rt7532	rt7532:1
RXN-ACS_n_FWD-rt6229	ACS_n	rt6229	rt6229:1
RXN-ACS_n_FWD-rt7532	ACS_n	rt7532	rt7532:1
RXN-ACt_c_e_FWD-rt7285	ACt_c_e	rt7285	rt7285:1
RXN-ACt_c_e_REV-rt7285	ACt_c_e	rt7285	rt7285:1
RXN-ACt_c_m_FWD-rt5456	ACt_c_m	rt5456	rt5456:1
RXN-ACt_c_m_REV-rt5456	ACt_c_m	rt5456	rt5456:1
RXN-ACt_c_n_FWD-SPONT	ACt_c_n		zeroCost
RXN-ACt_c_n_REV-SPONT	ACt_c_n		zeroCost
RXN-ADA_c_FWD-rt8364	ADA_c	rt8364	rt8364:1
RXN-ADCL_c_FWD-rt4108	ADCL_c	rt4108	rt4108:1
RXN-ADCS_c_FWD-rt5301	ADCS_c	rt5301	rt5301:1
RXN-ADD_c_FWD-rt3300	ADD_c	rt3300	rt3300:1
RXN-ADD_c_FWD-rt8364	ADD_c	rt8364	rt8364:1
RXN-ADEt_c_m_FWD-SPONT	ADEt_c_m		zeroCost
RXN-ADEt_c_m_REV-SPONT	ADEt_c_m		zeroCost
RXN-ADEtps_e_FWD-rt6190	ADEtps_e	rt6190	rt6190:1
RXN-ADK1_c_FWD-rt3932	ADK1_c	rt3932	rt3932:1
RXN-ADK1_c_FWD-rt7128	ADK1_c	rt7128	rt7128:1
RXN-ADK1_m_FWD-rt6761	ADK1_m	rt6761	rt6761:1
RXN-ADK1_m_FWD-rt7128	ADK1_m	rt7128	rt7128:1
RXN-ADK3_m_FWD-rt6761	ADK3_m	rt6761	rt6761:1
RXN-ADK3_m_FWD-rt7128	ADK3_m	rt7128	rt7128:1
RXN-ADK3_m_REV-rt6761	ADK3_m	rt6761	rt6761:1
RXN-ADK3_m_REV-rt7128	ADK3_m	rt7128	rt7128:1
RXN-ADMDC_c_FWD-rt2849	ADMDC_c	rt2849	rt2849:1
RXN-ADNCYC_c_FWD-rt4919	ADNCYC_c	rt4919	rt4919:1
RXN-ADNK1_c_FWD-rt0017	ADNK1_c	rt0017	rt0017:1
RXN-ADNtps_e_FWD-rt5601	ADNtps_e	rt5601	rt5601:1
RXN-ADPATPt_c_m_FWD-rt4336	ADPATPt_c_m	rt4336	rt4336:1
RXN-ADPATPt_c_m_REV-rt4336	ADPATPt_c_m	rt4336	rt4336:1
RXN-ADPATPt_c_x_FWD-rt7777	ADPATPt_c_x	rt7777	rt7777:1
RXN-ADPRDP_m_FWD-rt8143	ADPRDP_m	rt8143	rt8143:1
RXN-ADPT_c_FWD-rt7825	ADPT_c	rt7825	rt7825:1
RXN-ADPh_c_FWD-SPONT	ADPh_c	SPONT	zeroCost
RXN-ADPh_m_FWD-SPONT	ADPh_m	SPONT	zeroCost
RXN-ADPt_c_en_FWD-SPONT	ADPt_c_en		zeroCost
RXN-ADPt_c_en_REV-SPONT	ADPt_c_en		zeroCost
RXN-ADPt_c_gm_FWD-SPONT	ADPt_c_gm		zeroCost
RXN-ADPt_c_gm_REV-SPONT	ADPt_c_gm		zeroCost
RXN-ADPt_c_n_FWD-SPONT	ADPt_c_n		zeroCost
RXN-ADPt_c_n_REV-SPONT	ADPt_c_n		zeroCost
RXN-ADPt_c_r_FWD-SPONT	ADPt_c_r		zeroCost
RXN-ADPt_c_r_REV-SPONT	ADPt_c_r		zeroCost
RXN-ADPt_c_vm_FWD-SPONT	ADPt_c_vm		zeroCost
RXN-ADPt_c_vm_REV-SPONT	ADPt_c_vm		zeroCost
RXN-ADSK_c_FWD-rt0341	ADSK_c	rt0341	rt0341:1
RXN-ADSL1r_c_FWD-rt7437	ADSL1r_c	rt7437	rt7437:1
RXN-ADSL1r_c_REV-rt7437	ADSL1r_c	rt7437	rt7437:1
RXN-ADSL2i_c_FWD-rt7437	ADSL2i_c	rt7437	rt7437:1
RXN-ADSS_c_FWD-rt3802	ADSS_c	rt3802	rt3802:1
RXN-AEPI1_c_FWD-rt0136	AEPI1_c	rt0136	rt0136:1
RXN-AEPI1_c_REV-rt0136	AEPI1_c	rt0136	rt0136:1
RXN-AEPI2_c_FWD-rt0136	AEPI2_c	rt0136	rt0136:1
RXN-AEPI2_c_REV-rt0136	AEPI2_c	rt0136	rt0136:1
RXN-AFAT_c_FWD-rt3174	AFAT_c	rt3174	rt3174:1
RXN-AFLTXNB1S_c_FWD-rt2689	AFLTXNB1S_c	rt2689	rt2689:1
RXN-AFLTXNB2S_c_FWD-rt2689	AFLTXNB2S_c	rt2689	rt2689:1
RXN-AGMT_e_FWD-rt1772	AGMT_e	rt1772	rt1772:1
RXN-AGNPR_l_FWD-rt7207	AGNPR_l	rt7207	rt7207:1
RXN-AGNPR_rm_FWD-rt7207	AGNPR_rm	rt7207	rt7207:1
RXN-AGPAT_l_FWD-rt1378	AGPAT_l	rt1378	rt1378:1
RXN-AGPAT_l_FWD-rt2059	AGPAT_l	rt2059	rt2059:1
RXN-AGPAT_rm_FWD-rt7662	AGPAT_rm	rt7662	rt7662:1
RXN-AGPRi_m_FWD-rt1009	AGPRi_m	rt1009	rt1009:1
RXN-AGTi_c_FWD-rt0451	AGTi_c	rt0451	rt0451:1
RXN-AHCYSt_c_m_FWD-SPONT	AHCYSt_c_m		zeroCost
RXN-AHCYSt_c_m_REV-SPONT	AHCYSt_c_m		zeroCost
RXN-AHCYSt_c_rm_FWD-SPONT	AHCYSt_c_rm		zeroCost
RXN-AHCYSt_c_rm_REV-SPONT	AHCYSt_c_rm		zeroCost
RXN-AHCi_c_FWD-rt4544	AHCi_c	rt4544	rt4544:1
RXN-AHGDf_m_FWD-rt1883	AHGDf_m	rt1883	rt1883:1
RXN-AHGDf_m_REV-rt1883	AHGDf_m	rt1883	rt1883:1
RXN-AHMMPS4_c_FWD-rt2779	AHMMPS4_c	rt2779	rt2779:1
RXN-AHSERL2_c_FWD-rt8250	AHSERL2_c	rt8250	rt8250:1
RXN-AHSERL_c_FWD-rt8250	AHSERL_c	rt8250	rt8250:1
RXN-AICART_c_FWD-rt4053	AICART_c	rt4053	rt4053:1
RXN-AICART_c_REV-rt4053	AICART_c	rt4053	rt4053:1
RXN-AIRC1_c_FWD-rt3764	AIRC1_c	rt3764	rt3764:1
RXN-AKGCITta_m_FWD-rt8378	AKGCITta_m	rt8378	rt8378:1
RXN-AKGCITta_m_REV-rt8378	AKGCITta_m	rt8378	rt8378:1
RXN-AKGDH_m_FWD-rt0906rt1672rt3748	AKGDH_m	rt0906rt1672rt3748	rt0906:1,rt1672:1,rt3748:1
RXN-AKGDH_m_FWD-rt1639rt1672rt3748	AKGDH_m	rt1639rt1672rt3748	rt1639:1,rt1672:1,rt3748:1
RXN-AKGMALta_m_FWD-rt2267	AKGMALta_m	rt2267	rt2267:1
RXN-AKGt_c_e_FWD-SPONT	AKGt_c_e		zeroCost
RXN-AKGt_c_e_REV-SPONT	AKGt_c_e		zeroCost
RXN-AKGt_c_n_FWD-SPONT	AKGt_c_n		zeroCost
RXN-AKGt_c_n_REV-SPONT	AKGt_c_n		zeroCost
RXN-AKGt_c_x_FWD-SPONT	AKGt_c_x		zeroCost
RXN-AKGt_c_x_REV-SPONT	AKGt_c_x		zeroCost
RXN-AKP1_c_FWD-rt3253	AKP1_c	rt3253	rt3253:1
RXN-AKP1_c_FWD-rt5041	AKP1_c	rt5041	rt5041:1
RXN-ALAS_m_FWD-rt0309	ALAS_m	rt0309	rt0309:1
RXN-ALATA_L_m_FWD-rt1267	ALATA_L_m	rt1267	rt1267:1
RXN-ALATA_L_m_REV-rt1267	ALATA_L_m	rt1267	rt1267:1
RXN-ALATRS_c_FWD-rt3605	ALATRS_c	rt3605	rt3605:1
RXN-ALAt_c_m_FWD-SPONT	ALAt_c_m		zeroCost
RXN-ALAtps_e_FWD-rt0594	ALAtps_e	rt0594	rt0594:1
RXN-ALAtps_e_FWD-rt4390	ALAtps_e	rt4390	rt4390:1
RXN-ALAtps_e_FWD-rt5861	ALAtps_e	rt5861	rt5861:1
RXN-ALAtps_e_REV-rt0594	ALAtps_e	rt0594	rt0594:1
RXN-ALAtps_e_REV-rt4390	ALAtps_e	rt4390	rt4390:1
RXN-ALAtps_e_REV-rt5861	ALAtps_e	rt5861	rt5861:1
